ID,Latitude,Longitude,Date,MODIS_Tile,MOD17A2H_061_Line_Y_500m,MOD17A2H_061_Sample_X_500m,MOD17A2H_061_Gpp_500m,MOD17A2H_061_Psn_QC_500m,MOD17A2H_061_Psn_QC_500m_bitmask,MOD17A2H_061_Psn_QC_500m_MODLAND,MOD17A2H_061_Psn_QC_500m_MODLAND_Description,MOD17A2H_061_Psn_QC_500m_Sensor,MOD17A2H_061_Psn_QC_500m_Sensor_Description,MOD17A2H_061_Psn_QC_500m_DeadDetector,MOD17A2H_061_Psn_QC_500m_DeadDetector_Description,MOD17A2H_061_Psn_QC_500m_CloudState,MOD17A2H_061_Psn_QC_500m_CloudState_Description,MOD17A2H_061_Psn_QC_500m_SCF_QC,MOD17A2H_061_Psn_QC_500m_SCF_QC_Description
DEJU,63.88112,-145.75136,2022-08-21,h11v02,1468.0,1400.0,0.0162,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2022-08-29,h11v02,1468.0,1400.0,0.016,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
DEJU,63.88112,-145.75136,2022-09-06,h11v02,1468.0,1400.0,0.0103,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2022-09-14,h11v02,1468.0,1400.0,0.0093,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2022-09-22,h11v02,1468.0,1400.0,0.0053,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2022-09-30,h11v02,1468.0,1400.0,0.0054,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
DEJU,63.88112,-145.75136,2022-10-08,h11v02,1468.0,1400.0,0.0006,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2022-10-24,h11v02,1468.0,1400.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2022-11-01,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2022-11-09,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2022-11-17,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2022-11-25,h11v02,1468.0,1400.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2022-12-03,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DEJU,63.88112,-145.75136,2022-12-11,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DEJU,63.88112,-145.75136,2022-12-19,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DEJU,63.88112,-145.75136,2022-12-27,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DEJU,63.88112,-145.75136,2023-01-01,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DEJU,63.88112,-145.75136,2023-01-09,h11v02,1468.0,1400.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-01-17,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-01-25,h11v02,1468.0,1400.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-02-02,h11v02,1468.0,1400.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-02-10,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-02-18,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-02-26,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-03-06,h11v02,1468.0,1400.0,0.0002,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-03-14,h11v02,1468.0,1400.0,0.0,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-03-22,h11v02,1468.0,1400.0,0.0,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-03-30,h11v02,1468.0,1400.0,0.0,97.0,0b01100001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,Substandard due to other than geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-04-07,h11v02,1468.0,1400.0,0.0,97.0,0b01100001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,Substandard due to other than geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-04-15,h11v02,1468.0,1400.0,0.0001,97.0,0b01100001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,Substandard due to other than geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-04-23,h11v02,1468.0,1400.0,0.0007,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-05-01,h11v02,1468.0,1400.0,0.0019,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-05-09,h11v02,1468.0,1400.0,0.0155,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-05-17,h11v02,1468.0,1400.0,0.0248,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-05-25,h11v02,1468.0,1400.0,0.0099,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-06-02,h11v02,1468.0,1400.0,0.035,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-06-10,h11v02,1468.0,1400.0,0.0344,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
DEJU,63.88112,-145.75136,2023-06-18,h11v02,1468.0,1400.0,0.0282,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-06-26,h11v02,1468.0,1400.0,0.0524,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
DEJU,63.88112,-145.75136,2023-07-04,h11v02,1468.0,1400.0,0.0476,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-07-12,h11v02,1468.0,1400.0,0.0409,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
DEJU,63.88112,-145.75136,2023-07-20,h11v02,1468.0,1400.0,0.0456,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-07-28,h11v02,1468.0,1400.0,0.0452,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-08-05,h11v02,1468.0,1400.0,0.0259,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-08-13,h11v02,1468.0,1400.0,0.0192,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-08-21,h11v02,1468.0,1400.0,0.0196,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-08-29,h11v02,1468.0,1400.0,0.0156,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
DEJU,63.88112,-145.75136,2023-09-06,h11v02,1468.0,1400.0,0.0095,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-09-14,h11v02,1468.0,1400.0,0.0037,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-09-22,h11v02,1468.0,1400.0,0.0046,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-09-30,h11v02,1468.0,1400.0,0.0015,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DEJU,63.88112,-145.75136,2023-10-08,h11v02,1468.0,1400.0,0.0002,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-10-16,h11v02,1468.0,1400.0,0.0002,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-10-24,h11v02,1468.0,1400.0,0.0003,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-11-01,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-11-09,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-11-17,h11v02,1468.0,1400.0,0.0,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-11-25,h11v02,1468.0,1400.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
DEJU,63.88112,-145.75136,2023-12-03,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DEJU,63.88112,-145.75136,2023-12-11,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DEJU,63.88112,-145.75136,2023-12-19,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DEJU,63.88112,-145.75136,2023-12-27,h11v02,1468.0,1400.0,0.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
DELA,32.54172,-87.80389,2021-01-01,h10v05,1789.0,1435.0,0.006,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-01-09,h10v05,1789.0,1435.0,0.0048,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-01-17,h10v05,1789.0,1435.0,0.0085,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-01-25,h10v05,1789.0,1435.0,0.0088,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-02-02,h10v05,1789.0,1435.0,0.0101,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-02-10,h10v05,1789.0,1435.0,0.0061,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-02-18,h10v05,1789.0,1435.0,0.0105,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-02-26,h10v05,1789.0,1435.0,0.0086,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-03-06,h10v05,1789.0,1435.0,0.0147,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-03-14,h10v05,1789.0,1435.0,0.0169,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-03-22,h10v05,1789.0,1435.0,0.0126,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-03-30,h10v05,1789.0,1435.0,0.0382,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-04-07,h10v05,1789.0,1435.0,0.0431,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-04-15,h10v05,1789.0,1435.0,0.0716,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-04-23,h10v05,1789.0,1435.0,0.0715,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-05-01,h10v05,1789.0,1435.0,0.0497,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-05-09,h10v05,1789.0,1435.0,0.0663,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-05-17,h10v05,1789.0,1435.0,0.0642,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-05-25,h10v05,1789.0,1435.0,0.0702,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-06-02,h10v05,1789.0,1435.0,0.0453,97.0,0b01100001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,Substandard due to other than geometry problems - use with caution
DELA,32.54172,-87.80389,2021-06-10,h10v05,1789.0,1435.0,0.054,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-06-18,h10v05,1789.0,1435.0,0.049,97.0,0b01100001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,Substandard due to other than geometry problems - use with caution
DELA,32.54172,-87.80389,2021-06-26,h10v05,1789.0,1435.0,0.0404,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-07-04,h10v05,1789.0,1435.0,0.0414,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-07-12,h10v05,1789.0,1435.0,0.0237,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-07-20,h10v05,1789.0,1435.0,0.0417,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-07-28,h10v05,1789.0,1435.0,0.0393,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-08-05,h10v05,1789.0,1435.0,0.0366,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-08-13,h10v05,1789.0,1435.0,0.0412,97.0,0b01100001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,Substandard due to other than geometry problems - use with caution
DELA,32.54172,-87.80389,2021-08-21,h10v05,1789.0,1435.0,0.0429,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-08-29,h10v05,1789.0,1435.0,0.047,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-09-06,h10v05,1789.0,1435.0,0.0461,32.0,0b00100000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Good,very usable, but not the best(saturation in FPAR/LAI has occured)"
DELA,32.54172,-87.80389,2021-09-14,h10v05,1789.0,1435.0,0.0392,113.0,0b01110001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b011,Substandard due to other than geometry problems - use with caution
DELA,32.54172,-87.80389,2021-09-22,h10v05,1789.0,1435.0,0.0481,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-09-30,h10v05,1789.0,1435.0,0.0366,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-10-08,h10v05,1789.0,1435.0,0.0361,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-10-16,h10v05,1789.0,1435.0,0.0402,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-10-24,h10v05,1789.0,1435.0,0.0264,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-11-01,h10v05,1789.0,1435.0,0.0266,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-11-09,h10v05,1789.0,1435.0,0.0231,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
DELA,32.54172,-87.80389,2021-11-17,h10v05,1789.0,1435.0,0.0204,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
