ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A2_061_Line_Y_500m,MOD16A2_061_Sample_X_500m,MOD16A2_061_ET_500m,MOD16A2_061_PET_500m,MOD16A2_061_ET_QC_500m,MOD16A2_061_ET_QC_500m_bitmask,MOD16A2_061_ET_QC_500m_MODLAND,MOD16A2_061_ET_QC_500m_MODLAND_Description,MOD16A2_061_ET_QC_500m_Sensor,MOD16A2_061_ET_QC_500m_Sensor_Description,MOD16A2_061_ET_QC_500m_DeadDetector,MOD16A2_061_ET_QC_500m_DeadDetector_Description,MOD16A2_061_ET_QC_500m_CloudState,MOD16A2_061_ET_QC_500m_CloudState_Description,MOD16A2_061_ET_QC_500m_SCF_QC,MOD16A2_061_ET_QC_500m_SCF_QC_Description
ABBY,45.76243,-122.33033,2021-01-01,h09v04,1017.0,1117.0,2.6000001,2.9000001,73.0,0b01001001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-01-09,h09v04,1017.0,1117.0,3.5,4.5999999,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-01-17,h09v04,1017.0,1117.0,4.0,5.9000001,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-01-25,h09v04,1017.0,1117.0,2.8,3.2,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-02-02,h09v04,1017.0,1117.0,2.7,4.0,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-02-10,h09v04,1017.0,1117.0,3.7,4.9000001,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-02-18,h09v04,1017.0,1117.0,3.5,4.4000001,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-02-26,h09v04,1017.0,1117.0,6.4000001,11.0,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-03-06,h09v04,1017.0,1117.0,8.1999998,16.7000008,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-03-14,h09v04,1017.0,1117.0,6.4000001,12.4000006,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-03-22,h09v04,1017.0,1117.0,9.5,15.4000006,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-03-30,h09v04,1017.0,1117.0,9.6000004,25.8000011,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-04-07,h09v04,1017.0,1117.0,9.8000002,28.8000011,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-04-15,h09v04,1017.0,1117.0,15.1999998,44.1000023,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-04-23,h09v04,1017.0,1117.0,12.6000004,25.8999996,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-05-01,h09v04,1017.0,1117.0,14.3000002,27.8000011,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-05-09,h09v04,1017.0,1117.0,18.3000011,43.7999992,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-05-17,h09v04,1017.0,1117.0,13.4000006,20.8999996,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-05-25,h09v04,1017.0,1117.0,22.0,40.5,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-06-02,h09v04,1017.0,1117.0,32.9000015,47.1000023,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
ABBY,45.76243,-122.33033,2021-06-10,h09v04,1017.0,1117.0,21.6000004,35.9000015,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-06-18,h09v04,1017.0,1117.0,36.9000015,55.2000008,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-06-26,h09v04,1017.0,1117.0,27.7000008,62.7000008,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-07-04,h09v04,1017.0,1117.0,33.2999992,57.6000023,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-07-12,h09v04,1017.0,1117.0,34.7999992,53.2999992,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-07-20,h09v04,1017.0,1117.0,32.2000008,53.2000008,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-07-28,h09v04,1017.0,1117.0,23.8000011,45.7000008,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-08-05,h09v04,1017.0,1117.0,21.0,45.5,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-08-13,h09v04,1017.0,1117.0,25.0,35.5,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
ABBY,45.76243,-122.33033,2021-08-21,h09v04,1017.0,1117.0,20.2000008,32.7000008,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-08-29,h09v04,1017.0,1117.0,24.1000004,37.0,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
ABBY,45.76243,-122.33033,2021-09-06,h09v04,1017.0,1117.0,17.2000008,31.7000008,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-09-14,h09v04,1017.0,1117.0,21.2000008,27.0,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
ABBY,45.76243,-122.33033,2021-09-22,h09v04,1017.0,1117.0,14.6000004,22.7000008,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-09-30,h09v04,1017.0,1117.0,11.6999998,16.6000004,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-10-08,h09v04,1017.0,1117.0,6.5999999,10.3000002,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-10-16,h09v04,1017.0,1117.0,6.4000001,8.5,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-10-24,h09v04,1017.0,1117.0,6.0,8.8000002,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-11-01,h09v04,1017.0,1117.0,4.2000003,5.7000003,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-11-09,h09v04,1017.0,1117.0,3.2,3.8,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-11-17,h09v04,1017.0,1117.0,3.2,4.0,8.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-11-25,h09v04,1017.0,1117.0,3.7,4.4000001,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2021-12-03,h09v04,1017.0,1117.0,1.8000001,2.3,73.0,0b01001001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-12-11,h09v04,1017.0,1117.0,1.6,1.7,73.0,0b01001001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-12-19,h09v04,1017.0,1117.0,1.0,1.1,65.0,0b01000001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2021-12-27,h09v04,1017.0,1117.0,0.9,1.0,73.0,0b01001001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-01-01,h09v04,1017.0,1117.0,1.9,2.1000001,73.0,0b01001001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,"Main (RT) method failed due to bad geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-01-09,h09v04,1017.0,1117.0,3.4000001,4.3000002,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-01-17,h09v04,1017.0,1117.0,3.2,5.3000002,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-01-25,h09v04,1017.0,1117.0,3.7,5.8000002,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-02-02,h09v04,1017.0,1117.0,4.5,5.9000001,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-02-10,h09v04,1017.0,1117.0,6.3000002,9.1999998,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-02-18,h09v04,1017.0,1117.0,3.6000001,8.6000004,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-02-26,h09v04,1017.0,1117.0,5.7000003,8.9000006,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-03-06,h09v04,1017.0,1117.0,8.1000004,14.3000002,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
ABBY,45.76243,-122.33033,2022-03-14,h09v04,1017.0,1117.0,10.1999998,20.8000011,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-03-22,h09v04,1017.0,1117.0,10.0,15.6999998,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-03-30,h09v04,1017.0,1117.0,10.0,19.7000008,0.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-04-07,h09v04,1017.0,1117.0,9.0,16.2000008,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-04-15,h09v04,1017.0,1117.0,9.4000006,16.5,113.0,0b01110001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-04-23,h09v04,1017.0,1117.0,12.6000004,23.2000008,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-05-01,h09v04,1017.0,1117.0,12.8000002,20.8999996,113.0,0b01110001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-05-09,h09v04,1017.0,1117.0,13.5,24.1000004,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-05-17,h09v04,1017.0,1117.0,15.1999998,31.1000004,113.0,0b01110001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-05-25,h09v04,1017.0,1117.0,17.7000008,27.5,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-06-02,h09v04,1017.0,1117.0,20.3000011,30.1000004,113.0,0b01110001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-06-10,h09v04,1017.0,1117.0,21.1000004,31.2000008,105.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-06-18,h09v04,1017.0,1117.0,32.7000008,48.0,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-06-26,h09v04,1017.0,1117.0,31.8000011,46.9000015,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-07-04,h09v04,1017.0,1117.0,30.2000008,45.7999992,16.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present on pixel,0b000,"Main (RT) method used, best result possible (no saturation)"
ABBY,45.76243,-122.33033,2022-07-12,h09v04,1017.0,1117.0,34.2999992,53.2000008,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-07-20,h09v04,1017.0,1117.0,37.7999992,55.2000008,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-07-28,h09v04,1017.0,1117.0,32.2999992,53.4000015,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-08-05,h09v04,1017.0,1117.0,32.2000008,51.0,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-08-13,h09v04,1017.0,1117.0,26.6000004,43.5,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-08-21,h09v04,1017.0,1117.0,25.2000008,42.0,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-08-29,h09v04,1017.0,1117.0,20.5,41.9000015,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-09-06,h09v04,1017.0,1117.0,16.1000004,34.1000023,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
ABBY,45.76243,-122.33033,2022-09-14,h09v04,1017.0,1117.0,19.7000008,25.6000004,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
ABBY,45.76243,-122.33033,2022-09-22,h09v04,1017.0,1117.0,18.5,26.7000008,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
ABBY,45.76243,-122.33033,2022-09-30,h09v04,1017.0,1117.0,18.1000004,24.2000008,32.0,0b00100000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b001,"Main (RT) method used with saturation. Good, very usable"
ABBY,45.76243,-122.33033,2022-10-08,h09v04,1017.0,1117.0,11.8000002,25.6000004,97.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used"
