Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A3GF_061_Line_Y_500m,MOD16A3GF_061_Sample_X_500m,MOD16A3GF_061_ET_500m,MOD16A3GF_061_ET_QC_500m,MOD16A3GF_061_ET_QC_500m_bitmask,MOD16A3GF_061_ET_QC_500m_ContinuousLayer,MOD16A3GF_061_ET_QC_500m_ContinuousLayer_Description
Pacific Northwest,WREF,45.82049,-121.95191,2012-01-01,h09v04,1003.0,1202.0,533.7000122,36.0,0b00100100,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2013-01-01,h09v04,1003.0,1202.0,611.7999878,27.0,0b00011011,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2014-01-01,h09v04,1003.0,1202.0,595.9000244,39.0,0b00100111,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2015-01-01,h09v04,1003.0,1202.0,558.6000366,28.0,0b00011100,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2016-01-01,h09v04,1003.0,1202.0,554.2000122,49.0,0b00110001,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2017-01-01,h09v04,1003.0,1202.0,582.2000122,39.0,0b00100111,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2018-01-01,h09v04,1003.0,1202.0,591.7999878,36.0,0b00100100,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2019-01-01,h09v04,1003.0,1202.0,576.4000244,26.0,0b00011010,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2020-01-01,h09v04,1003.0,1202.0,601.0,28.0,0b00011100,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2021-01-01,h09v04,1003.0,1202.0,562.2999878,35.0,0b00100011,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2022-01-01,h09v04,1003.0,1202.0,584.1000366,37.0,0b00100101,0b0,Continuous
Pacific Northwest,WREF,45.82049,-121.95191,2023-01-01,h09v04,1003.0,1202.0,488.5,48.0,0b00110000,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2003-01-01,h08v05,693.0,1083.0,353.8000183,15.0,0b00001111,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2004-01-01,h08v05,693.0,1083.0,357.8999939,4.0,0b00000100,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2005-01-01,h08v05,693.0,1083.0,402.2000122,12.0,0b00001100,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2006-01-01,h08v05,693.0,1083.0,357.6000061,18.0,0b00010010,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2007-01-01,h08v05,693.0,1083.0,291.2000122,11.0,0b00001011,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2008-01-01,h08v05,693.0,1083.0,309.0,10.0,0b00001010,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2009-01-01,h08v05,693.0,1083.0,335.0,4.0,0b00000100,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2010-01-01,h08v05,693.0,1083.0,380.6000061,10.0,0b00001010,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2011-01-01,h08v05,693.0,1083.0,379.7000122,10.0,0b00001010,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2012-01-01,h08v05,693.0,1083.0,304.3999939,19.0,0b00010011,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2013-01-01,h08v05,693.0,1083.0,275.8000183,25.0,0b00011001,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2014-01-01,h08v05,693.0,1083.0,263.0,15.0,0b00001111,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2015-01-01,h08v05,693.0,1083.0,326.7000122,4.0,0b00000100,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2016-01-01,h08v05,693.0,1083.0,327.7000122,11.0,0b00001011,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2017-01-01,h08v05,693.0,1083.0,311.2000122,21.0,0b00010101,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2018-01-01,h08v05,693.0,1083.0,262.5,13.0,0b00001101,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2019-01-01,h08v05,693.0,1083.0,350.7000122,18.0,0b00010010,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2020-01-01,h08v05,693.0,1083.0,291.0,15.0,0b00001111,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2021-01-01,h08v05,693.0,1083.0,297.7000122,9.0,0b00001001,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2022-01-01,h08v05,693.0,1083.0,261.3999939,15.0,0b00001111,0b0,Continuous
Pacific Southwest,SJER,37.10878,-119.73228,2023-01-01,h08v05,693.0,1083.0,347.8999939,24.0,0b00011000,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2003-01-01,h08v05,711.0,1150.0,384.5,13.0,0b00001101,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2004-01-01,h08v05,711.0,1150.0,389.7000122,6.0,0b00000110,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2005-01-01,h08v05,711.0,1150.0,450.8999939,10.0,0b00001010,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2006-01-01,h08v05,711.0,1150.0,410.3000183,7.0,0b00000111,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2007-01-01,h08v05,711.0,1150.0,406.2000122,4.0,0b00000100,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2008-01-01,h08v05,711.0,1150.0,358.1000061,4.0,0b00000100,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2009-01-01,h08v05,711.0,1150.0,386.8000183,9.0,0b00001001,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2010-01-01,h08v05,711.0,1150.0,401.2000122,12.0,0b00001100,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2011-01-01,h08v05,711.0,1150.0,449.7000122,7.0,0b00000111,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2012-01-01,h08v05,711.0,1150.0,421.1000061,13.0,0b00001101,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2013-01-01,h08v05,711.0,1150.0,424.3999939,2.0,0b00000010,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2014-01-01,h08v05,711.0,1150.0,335.2000122,7.0,0b00000111,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2015-01-01,h08v05,711.0,1150.0,326.5,6.0,0b00000110,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2016-01-01,h08v05,711.0,1150.0,292.3999939,17.0,0b00010001,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2017-01-01,h08v05,711.0,1150.0,300.8999939,9.0,0b00001001,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2018-01-01,h08v05,711.0,1150.0,290.8999939,11.0,0b00001011,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2019-01-01,h08v05,711.0,1150.0,393.8999939,13.0,0b00001101,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2020-01-01,h08v05,711.0,1150.0,306.1000061,10.0,0b00001010,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2021-01-01,h08v05,711.0,1150.0,264.3000183,12.0,0b00001100,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2022-01-01,h08v05,711.0,1150.0,281.5,11.0,0b00001011,0b0,Continuous
Pacific Southwest,SOAP,37.03337,-119.26219,2023-01-01,h08v05,711.0,1150.0,372.3999939,15.0,0b00001111,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2003-01-01,h08v05,718.0,1191.0,429.2000122,18.0,0b00010010,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2004-01-01,h08v05,718.0,1191.0,391.5,15.0,0b00001111,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2005-01-01,h08v05,718.0,1191.0,448.3000183,20.0,0b00010100,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2006-01-01,h08v05,718.0,1191.0,445.8000183,24.0,0b00011000,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2007-01-01,h08v05,718.0,1191.0,347.0,9.0,0b00001001,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2008-01-01,h08v05,718.0,1191.0,367.2000122,11.0,0b00001011,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2009-01-01,h08v05,718.0,1191.0,409.7000122,15.0,0b00001111,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2010-01-01,h08v05,718.0,1191.0,449.2000122,29.0,0b00011101,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2011-01-01,h08v05,718.0,1191.0,484.3999939,26.0,0b00011010,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2012-01-01,h08v05,718.0,1191.0,383.5,8.0,0b00001000,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2013-01-01,h08v05,718.0,1191.0,384.3000183,6.0,0b00000110,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2014-01-01,h08v05,718.0,1191.0,365.0,8.0,0b00001000,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2015-01-01,h08v05,718.0,1191.0,382.0,7.0,0b00000111,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2016-01-01,h08v05,718.0,1191.0,375.3000183,15.0,0b00001111,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2017-01-01,h08v05,718.0,1191.0,403.8999939,12.0,0b00001100,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2018-01-01,h08v05,718.0,1191.0,368.8999939,8.0,0b00001000,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2019-01-01,h08v05,718.0,1191.0,441.8999939,24.0,0b00011000,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2020-01-01,h08v05,718.0,1191.0,380.3999939,16.0,0b00010000,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2021-01-01,h08v05,718.0,1191.0,349.2000122,14.0,0b00001110,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2022-01-01,h08v05,718.0,1191.0,354.6000061,8.0,0b00001000,0b0,Continuous
Pacific Southwest,TEAK,37.00583,-119.00602,2023-01-01,h08v05,718.0,1191.0,462.8999939,32.0,0b00100000,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2003-01-01,h03v07,107.0,873.0,1186.8000488,17.0,0b00010001,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2004-01-01,h03v07,107.0,873.0,1231.5999756,13.0,0b00001101,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2005-01-01,h03v07,107.0,873.0,1183.2000732,18.0,0b00010010,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2006-01-01,h03v07,107.0,873.0,1159.9000244,35.0,0b00100011,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2007-01-01,h03v07,107.0,873.0,1153.0,30.0,0b00011110,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2008-01-01,h03v07,107.0,873.0,1144.7000732,26.0,0b00011010,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2009-01-01,h03v07,107.0,873.0,1139.0,24.0,0b00011000,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2010-01-01,h03v07,107.0,873.0,1076.8000488,11.0,0b00001011,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2011-01-01,h03v07,107.0,873.0,1107.8000488,22.0,0b00010110,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2012-01-01,h03v07,107.0,873.0,1138.4000244,22.0,0b00010110,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2013-01-01,h03v07,107.0,873.0,1128.4000244,22.0,0b00010110,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2014-01-01,h03v07,107.0,873.0,1144.5,15.0,0b00001111,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2015-01-01,h03v07,107.0,873.0,1162.5,28.0,0b00011100,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2016-01-01,h03v07,107.0,873.0,1141.9000244,26.0,0b00011010,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2017-01-01,h03v07,107.0,873.0,1101.0999756,11.0,0b00001011,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2018-01-01,h03v07,107.0,873.0,1146.5999756,28.0,0b00011100,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2019-01-01,h03v07,107.0,873.0,1170.3000488,18.0,0b00010010,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2020-01-01,h03v07,107.0,873.0,1155.9000244,11.0,0b00001011,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2021-01-01,h03v07,107.0,873.0,1137.9000244,26.0,0b00011010,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2022-01-01,h03v07,107.0,873.0,1161.5999756,15.0,0b00001111,0b0,Continuous
Pacific Tropical,PUUM,19.55309,-155.31731,2023-01-01,h03v07,107.0,873.0,1165.0999756,20.0,0b00010100,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2003-01-01,h10v05,213.0,1208.0,500.7000122,14.0,0b00001110,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2004-01-01,h10v05,213.0,1208.0,550.7999878,11.0,0b00001011,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2005-01-01,h10v05,213.0,1208.0,517.5,22.0,0b00010110,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2006-01-01,h10v05,213.0,1208.0,443.7000122,18.0,0b00010010,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2007-01-01,h10v05,213.0,1208.0,600.2000122,32.0,0b00100000,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2008-01-01,h10v05,213.0,1208.0,575.7000122,27.0,0b00011011,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2009-01-01,h10v05,213.0,1208.0,593.1000366,25.0,0b00011001,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2010-01-01,h10v05,213.0,1208.0,607.7000122,27.0,0b00011011,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2011-01-01,h10v05,213.0,1208.0,483.0,29.0,0b00011101,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2012-01-01,h10v05,213.0,1208.0,474.3000183,18.0,0b00010010,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2013-01-01,h10v05,213.0,1208.0,558.9000244,30.0,0b00011110,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2014-01-01,h10v05,213.0,1208.0,498.6000061,27.0,0b00011011,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2015-01-01,h10v05,213.0,1208.0,572.2000122,21.0,0b00010101,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2016-01-01,h10v05,213.0,1208.0,576.1000366,18.0,0b00010010,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2017-01-01,h10v05,213.0,1208.0,575.5,23.0,0b00010111,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2018-01-01,h10v05,213.0,1208.0,545.1000366,19.0,0b00010011,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2019-01-01,h10v05,213.0,1208.0,725.1000366,29.0,0b00011101,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2020-01-01,h10v05,213.0,1208.0,594.5,18.0,0b00010010,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2021-01-01,h10v05,213.0,1208.0,574.9000244,26.0,0b00011010,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2022-01-01,h10v05,213.0,1208.0,629.4000244,31.0,0b00011111,0b0,Continuous
Prairie Peninsula,KONA,39.11044,-96.61295,2023-01-01,h10v05,213.0,1208.0,518.2999878,30.0,0b00011110,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2003-01-01,h10v05,215.0,1215.0,626.9000244,15.0,0b00001111,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2004-01-01,h10v05,215.0,1215.0,760.0,19.0,0b00010011,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2005-01-01,h10v05,215.0,1215.0,588.7000122,19.0,0b00010011,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2006-01-01,h10v05,215.0,1215.0,600.7000122,12.0,0b00001100,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2007-01-01,h10v05,215.0,1215.0,755.4000244,34.0,0b00100010,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2008-01-01,h10v05,215.0,1215.0,754.0,23.0,0b00010111,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2009-01-01,h10v05,215.0,1215.0,711.1000366,19.0,0b00010011,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2010-01-01,h10v05,215.0,1215.0,782.6000366,20.0,0b00010100,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2011-01-01,h10v05,215.0,1215.0,513.2999878,17.0,0b00010001,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2012-01-01,h10v05,215.0,1215.0,484.3999939,16.0,0b00010000,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2013-01-01,h10v05,215.0,1215.0,735.2000122,21.0,0b00010101,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2014-01-01,h10v05,215.0,1215.0,601.5,27.0,0b00011011,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2015-01-01,h10v05,215.0,1215.0,673.2000122,15.0,0b00001111,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2016-01-01,h10v05,215.0,1215.0,719.5,25.0,0b00011001,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2017-01-01,h10v05,215.0,1215.0,711.2999878,10.0,0b00001010,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2018-01-01,h10v05,215.0,1215.0,551.2000122,15.0,0b00001111,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2019-01-01,h10v05,215.0,1215.0,764.4000244,13.0,0b00001101,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2020-01-01,h10v05,215.0,1215.0,740.2000122,16.0,0b00010000,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2021-01-01,h10v05,215.0,1215.0,691.0,18.0,0b00010010,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2022-01-01,h10v05,215.0,1215.0,774.7000122,20.0,0b00010100,0b0,Continuous
Prairie Peninsula,KONZ,39.10077,-96.56309,2023-01-01,h10v05,215.0,1215.0,602.6000366,15.0,0b00001111,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2003-01-01,h10v05,230.0,1455.0,970.2000122,13.0,0b00001101,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2004-01-01,h10v05,230.0,1455.0,979.2999878,17.0,0b00010001,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2005-01-01,h10v05,230.0,1455.0,987.4000244,17.0,0b00010001,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2006-01-01,h10v05,230.0,1455.0,983.9000244,10.0,0b00001010,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2007-01-01,h10v05,230.0,1455.0,1036.2000732,21.0,0b00010101,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2008-01-01,h10v05,230.0,1455.0,953.9000244,14.0,0b00001110,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2009-01-01,h10v05,230.0,1455.0,1001.4000244,10.0,0b00001010,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2010-01-01,h10v05,230.0,1455.0,1014.7999878,23.0,0b00010111,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2011-01-01,h10v05,230.0,1455.0,981.2000122,19.0,0b00010011,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2012-01-01,h10v05,230.0,1455.0,1008.6000366,8.0,0b00001000,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2013-01-01,h10v05,230.0,1455.0,987.6000366,16.0,0b00010000,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2014-01-01,h10v05,230.0,1455.0,982.1000366,21.0,0b00010101,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2015-01-01,h10v05,230.0,1455.0,1011.5,17.0,0b00010001,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2016-01-01,h10v05,230.0,1455.0,984.2000122,9.0,0b00001001,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2017-01-01,h10v05,230.0,1455.0,1093.5,21.0,0b00010101,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2018-01-01,h10v05,230.0,1455.0,989.9000244,18.0,0b00010010,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2019-01-01,h10v05,230.0,1455.0,1026.8000488,16.0,0b00010000,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2020-01-01,h10v05,230.0,1455.0,975.6000366,11.0,0b00001011,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2021-01-01,h10v05,230.0,1455.0,1003.0,18.0,0b00010010,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2022-01-01,h10v05,230.0,1455.0,932.9000244,11.0,0b00001011,0b0,Continuous
Prairie Peninsula,UKFS,39.04043,-95.19215,2023-01-01,h10v05,230.0,1455.0,975.6000366,18.0,0b00010010,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2003-01-01,h10v06,449.0,1963.0,821.2000122,22.0,0b00010110,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2004-01-01,h10v06,449.0,1963.0,726.2999878,10.0,0b00001010,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2005-01-01,h10v06,449.0,1963.0,721.1000366,15.0,0b00001111,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2006-01-01,h10v06,449.0,1963.0,679.5,10.0,0b00001010,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2007-01-01,h10v06,449.0,1963.0,699.2000122,7.0,0b00000111,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2008-01-01,h10v06,449.0,1963.0,756.4000244,20.0,0b00010100,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2009-01-01,h10v06,449.0,1963.0,703.6000366,20.0,0b00010100,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2010-01-01,h10v06,449.0,1963.0,689.9000244,13.0,0b00001101,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2011-01-01,h10v06,449.0,1963.0,691.4000244,13.0,0b00001101,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2012-01-01,h10v06,449.0,1963.0,685.4000244,11.0,0b00001011,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2013-01-01,h10v06,449.0,1963.0,770.2999878,9.0,0b00001001,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2014-01-01,h10v06,449.0,1963.0,791.2999878,13.0,0b00001101,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2015-01-01,h10v06,449.0,1963.0,771.5,17.0,0b00010001,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2016-01-01,h10v06,449.0,1963.0,831.7000122,4.0,0b00000100,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2017-01-01,h10v06,449.0,1963.0,769.5,11.0,0b00001011,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2018-01-01,h10v06,449.0,1963.0,739.2000122,9.0,0b00001001,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2019-01-01,h10v06,449.0,1963.0,849.7000122,15.0,0b00001111,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2020-01-01,h10v06,449.0,1963.0,792.5,20.0,0b00010100,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2021-01-01,h10v06,449.0,1963.0,822.9000244,9.0,0b00001001,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2022-01-01,h10v06,449.0,1963.0,893.9000244,15.0,0b00001111,0b0,Continuous
Southeast,DSNY,28.12504,-81.4362,2023-01-01,h10v06,449.0,1963.0,805.2000122,11.0,0b00001011,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2003-01-01,h10v05,2113.0,1858.0,1047.8000488,15.0,0b00001111,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2004-01-01,h10v05,2113.0,1858.0,931.6000366,9.0,0b00001001,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2005-01-01,h10v05,2113.0,1858.0,974.2000122,15.0,0b00001111,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2006-01-01,h10v05,2113.0,1858.0,923.1000366,15.0,0b00001111,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2007-01-01,h10v05,2113.0,1858.0,842.7999878,26.0,0b00011010,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2008-01-01,h10v05,2113.0,1858.0,963.4000244,17.0,0b00010001,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2009-01-01,h10v05,2113.0,1858.0,989.7999878,24.0,0b00011000,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2010-01-01,h10v05,2113.0,1858.0,907.4000244,7.0,0b00000111,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2011-01-01,h10v05,2113.0,1858.0,803.4000244,7.0,0b00000111,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2012-01-01,h10v05,2113.0,1858.0,951.7999878,11.0,0b00001011,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2013-01-01,h10v05,2113.0,1858.0,1026.8000488,13.0,0b00001101,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2014-01-01,h10v05,2113.0,1858.0,1011.7000122,19.0,0b00010011,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2015-01-01,h10v05,2113.0,1858.0,1009.2999878,9.0,0b00001001,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2016-01-01,h10v05,2113.0,1858.0,963.9000244,9.0,0b00001001,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2017-01-01,h10v05,2113.0,1858.0,991.4000244,11.0,0b00001011,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2018-01-01,h10v05,2113.0,1858.0,959.1000366,15.0,0b00001111,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2019-01-01,h10v05,2113.0,1858.0,934.7000122,21.0,0b00010101,0b0,Continuous
