Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD16A3GF_061_Line_Y_500m,MOD16A3GF_061_Sample_X_500m,MOD16A3GF_061_ET_500m,MOD16A3GF_061_ET_QC_500m,MOD16A3GF_061_ET_QC_500m_bitmask,MOD16A3GF_061_ET_QC_500m_ContinuousLayer,MOD16A3GF_061_ET_QC_500m_ContinuousLayer_Description
Southeast,JERC,31.19484,-84.46861,2020-01-01,h10v05,2113.0,1858.0,1048.5,17.0,0b00010001,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2021-01-01,h10v05,2113.0,1858.0,1074.5999756,18.0,0b00010010,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2022-01-01,h10v05,2113.0,1858.0,976.4000244,13.0,0b00001101,0b0,Continuous
Southeast,JERC,31.19484,-84.46861,2023-01-01,h10v05,2113.0,1858.0,1041.2000732,11.0,0b00001011,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2003-01-01,h10v06,74.0,2104.0,673.7999878,24.0,0b00011000,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2004-01-01,h10v06,74.0,2104.0,667.2999878,9.0,0b00001001,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2005-01-01,h10v06,74.0,2104.0,701.7999878,11.0,0b00001011,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2006-01-01,h10v06,74.0,2104.0,610.9000244,9.0,0b00001001,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2007-01-01,h10v06,74.0,2104.0,608.9000244,9.0,0b00001001,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2008-01-01,h10v06,74.0,2104.0,671.9000244,15.0,0b00001111,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2009-01-01,h10v06,74.0,2104.0,627.1000366,15.0,0b00001111,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2010-01-01,h10v06,74.0,2104.0,625.0,7.0,0b00000111,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2011-01-01,h10v06,74.0,2104.0,633.1000366,2.0,0b00000010,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2012-01-01,h10v06,74.0,2104.0,697.7999878,15.0,0b00001111,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2013-01-01,h10v06,74.0,2104.0,651.1000366,18.0,0b00010010,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2014-01-01,h10v06,74.0,2104.0,660.6000366,11.0,0b00001011,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2015-01-01,h10v06,74.0,2104.0,734.7000122,9.0,0b00001001,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2016-01-01,h10v06,74.0,2104.0,751.0,11.0,0b00001011,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2017-01-01,h10v06,74.0,2104.0,734.0,9.0,0b00001001,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2018-01-01,h10v06,74.0,2104.0,694.7999878,7.0,0b00000111,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2019-01-01,h10v06,74.0,2104.0,742.9000244,4.0,0b00000100,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2020-01-01,h10v06,74.0,2104.0,676.9000244,4.0,0b00000100,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2021-01-01,h10v06,74.0,2104.0,733.2999878,11.0,0b00001011,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2022-01-01,h10v06,74.0,2104.0,706.6000366,15.0,0b00001111,0b0,Continuous
Southeast,OSBS,29.68927,-81.99343,2023-01-01,h10v06,74.0,2104.0,707.2000122,2.0,0b00000010,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2003-01-01,h09v05,1583.0,2050.0,512.9000244,11.0,0b00001011,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2004-01-01,h09v05,1583.0,2050.0,741.7000122,17.0,0b00010001,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2005-01-01,h09v05,1583.0,2050.0,493.3999939,17.0,0b00010001,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2006-01-01,h09v05,1583.0,2050.0,432.8000183,7.0,0b00000111,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2007-01-01,h09v05,1583.0,2050.0,801.0,21.0,0b00010101,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2008-01-01,h09v05,1583.0,2050.0,683.6000366,17.0,0b00010001,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2009-01-01,h09v05,1583.0,2050.0,592.9000244,15.0,0b00001111,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2010-01-01,h09v05,1583.0,2050.0,708.9000244,17.0,0b00010001,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2011-01-01,h09v05,1583.0,2050.0,396.3999939,4.0,0b00000100,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2012-01-01,h09v05,1583.0,2050.0,596.7999878,2.0,0b00000010,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2013-01-01,h09v05,1583.0,2050.0,595.4000244,2.0,0b00000010,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2014-01-01,h09v05,1583.0,2050.0,595.7999878,22.0,0b00010110,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2015-01-01,h09v05,1583.0,2050.0,789.6000366,10.0,0b00001010,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2016-01-01,h09v05,1583.0,2050.0,806.2999878,12.0,0b00001100,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2017-01-01,h09v05,1583.0,2050.0,851.0,13.0,0b00001101,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2018-01-01,h09v05,1583.0,2050.0,671.7999878,15.0,0b00001111,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2019-01-01,h09v05,1583.0,2050.0,849.1000366,11.0,0b00001011,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2020-01-01,h09v05,1583.0,2050.0,823.4000244,13.0,0b00001101,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2021-01-01,h09v05,1583.0,2050.0,826.2999878,18.0,0b00010010,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2022-01-01,h09v05,1583.0,2050.0,627.2000122,16.0,0b00010000,0b0,Continuous
Southern Plains,CLBJ,33.40123,-97.57,2023-01-01,h09v05,1583.0,2050.0,634.4000244,11.0,0b00001011,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2003-01-01,h09v05,1101.0,2223.0,314.7000122,11.0,0b00001011,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2004-01-01,h09v05,1101.0,2223.0,392.5,19.0,0b00010011,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2005-01-01,h09v05,1101.0,2223.0,360.0,10.0,0b00001010,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2006-01-01,h09v05,1101.0,2223.0,244.8000031,9.0,0b00001001,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2007-01-01,h09v05,1101.0,2223.0,489.1000061,21.0,0b00010101,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2008-01-01,h09v05,1101.0,2223.0,296.8000183,13.0,0b00001101,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2009-01-01,h09v05,1101.0,2223.0,342.1000061,13.0,0b00001101,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2010-01-01,h09v05,1101.0,2223.0,352.8000183,11.0,0b00001011,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2011-01-01,h09v05,1101.0,2223.0,174.6000061,9.0,0b00001001,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2012-01-01,h09v05,1101.0,2223.0,269.0,13.0,0b00001101,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2013-01-01,h09v05,1101.0,2223.0,274.2000122,11.0,0b00001011,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2014-01-01,h09v05,1101.0,2223.0,280.8000183,17.0,0b00010001,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2015-01-01,h09v05,1101.0,2223.0,435.2000122,12.0,0b00001100,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2016-01-01,h09v05,1101.0,2223.0,381.3000183,13.0,0b00001101,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2017-01-01,h09v05,1101.0,2223.0,388.8999939,8.0,0b00001000,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2018-01-01,h09v05,1101.0,2223.0,333.7000122,17.0,0b00010001,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2019-01-01,h09v05,1101.0,2223.0,447.3999939,6.0,0b00000110,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2020-01-01,h09v05,1101.0,2223.0,344.2000122,2.0,0b00000010,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2021-01-01,h09v05,1101.0,2223.0,437.0,16.0,0b00010000,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2022-01-01,h09v05,1101.0,2223.0,282.5,11.0,0b00001011,0b0,Continuous
Southern Plains,OAES,35.41059,-99.05879,2023-01-01,h09v05,1101.0,2223.0,364.1000061,9.0,0b00001001,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2003-01-01,h09v05,420.0,982.0,175.3000031,17.0,0b00010001,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2004-01-01,h09v05,420.0,982.0,182.6999969,24.0,0b00011000,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2005-01-01,h09v05,420.0,982.0,208.1000061,9.0,0b00001001,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2006-01-01,h09v05,420.0,982.0,177.6999969,17.0,0b00010001,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2007-01-01,h09v05,420.0,982.0,163.6000061,8.0,0b00001000,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2008-01-01,h09v05,420.0,982.0,162.1999969,16.0,0b00010000,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2009-01-01,h09v05,420.0,982.0,171.8000031,16.0,0b00010000,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2010-01-01,h09v05,420.0,982.0,204.4000092,25.0,0b00011001,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2011-01-01,h09v05,420.0,982.0,183.1999969,14.0,0b00001110,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2012-01-01,h09v05,420.0,982.0,150.9000092,6.0,0b00000110,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2013-01-01,h09v05,420.0,982.0,203.3000031,20.0,0b00010100,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2014-01-01,h09v05,420.0,982.0,175.1999969,16.0,0b00010000,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2015-01-01,h09v05,420.0,982.0,207.6999969,14.0,0b00001110,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2016-01-01,h09v05,420.0,982.0,206.6999969,19.0,0b00010011,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2017-01-01,h09v05,420.0,982.0,170.1000061,13.0,0b00001101,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2018-01-01,h09v05,420.0,982.0,157.4000092,18.0,0b00010010,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2019-01-01,h09v05,420.0,982.0,226.1999969,20.0,0b00010100,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2020-01-01,h09v05,420.0,982.0,167.6999969,17.0,0b00010001,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2021-01-01,h09v05,420.0,982.0,182.8000031,6.0,0b00000110,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2022-01-01,h09v05,420.0,982.0,196.9000092,7.0,0b00000111,0b0,Continuous
Southern Rockies  Colorado Plateau,MOAB,38.24833,-109.38827,2023-01-01,h09v05,420.0,982.0,210.6999969,16.0,0b00010000,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2003-01-01,h09v04,2386.0,2204.0,405.6000061,52.0,0b00110100,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2004-01-01,h09v04,2386.0,2204.0,390.5,54.0,0b00110110,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2005-01-01,h09v04,2386.0,2204.0,407.8000183,56.0,0b00111000,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2006-01-01,h09v04,2386.0,2204.0,376.6000061,54.0,0b00110110,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2007-01-01,h09v04,2386.0,2204.0,389.0,52.0,0b00110100,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2008-01-01,h09v04,2386.0,2204.0,389.8000183,45.0,0b00101101,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2009-01-01,h09v04,2386.0,2204.0,390.2000122,60.0,0b00111100,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2010-01-01,h09v04,2386.0,2204.0,424.1000061,54.0,0b00110110,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2011-01-01,h09v04,2386.0,2204.0,408.2000122,53.0,0b00110101,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2012-01-01,h09v04,2386.0,2204.0,316.3000183,41.0,0b00101001,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2013-01-01,h09v04,2386.0,2204.0,433.8000183,61.0,0b00111101,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2014-01-01,h09v04,2386.0,2204.0,432.0,51.0,0b00110011,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2015-01-01,h09v04,2386.0,2204.0,417.2000122,50.0,0b00110010,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2016-01-01,h09v04,2386.0,2204.0,412.3999939,47.0,0b00101111,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2017-01-01,h09v04,2386.0,2204.0,385.6000061,56.0,0b00111000,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2018-01-01,h09v04,2386.0,2204.0,368.3000183,50.0,0b00110010,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2019-01-01,h09v04,2386.0,2204.0,435.8000183,57.0,0b00111001,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2020-01-01,h09v04,2386.0,2204.0,374.7000122,45.0,0b00101101,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2021-01-01,h09v04,2386.0,2204.0,401.3999939,52.0,0b00110100,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2022-01-01,h09v04,2386.0,2204.0,411.8999939,47.0,0b00101111,0b0,Continuous
Southern Rockies  Colorado Plateau,NIWO,40.05425,-105.58237,2023-01-01,h09v04,2386.0,2204.0,442.3000183,50.0,0b00110010,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2003-01-01,h11v02,1163.0,1925.0,381.1000061,38.0,0b00100110,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2004-01-01,h11v02,1163.0,1925.0,391.5,39.0,0b00100111,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2005-01-01,h11v02,1163.0,1925.0,396.8999939,27.0,0b00011011,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2006-01-01,h11v02,1163.0,1925.0,369.0,40.0,0b00101000,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2007-01-01,h11v02,1163.0,1925.0,403.2000122,13.0,0b00001101,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2008-01-01,h11v02,1163.0,1925.0,366.7000122,44.0,0b00101100,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2009-01-01,h11v02,1163.0,1925.0,383.3999939,30.0,0b00011110,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2010-01-01,h11v02,1163.0,1925.0,392.0,35.0,0b00100011,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2011-01-01,h11v02,1163.0,1925.0,367.3000183,39.0,0b00100111,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2012-01-01,h11v02,1163.0,1925.0,360.8999939,19.0,0b00010011,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2013-01-01,h11v02,1163.0,1925.0,402.5,32.0,0b00100000,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2014-01-01,h11v02,1163.0,1925.0,373.3000183,20.0,0b00010100,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2015-01-01,h11v02,1163.0,1925.0,383.5,37.0,0b00100101,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2016-01-01,h11v02,1163.0,1925.0,422.8999939,22.0,0b00010110,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2017-01-01,h11v02,1163.0,1925.0,429.0,20.0,0b00010100,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2018-01-01,h11v02,1163.0,1925.0,394.6000061,44.0,0b00101100,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2019-01-01,h11v02,1163.0,1925.0,450.7000122,32.0,0b00100000,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2020-01-01,h11v02,1163.0,1925.0,397.2000122,28.0,0b00011100,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2021-01-01,h11v02,1163.0,1925.0,415.1000061,20.0,0b00010100,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2022-01-01,h11v02,1163.0,1925.0,389.3000183,46.0,0b00101110,0b0,Continuous
Taiga,BONA,65.15401,-147.50258,2023-01-01,h11v02,1163.0,1925.0,417.6000061,28.0,0b00011100,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2003-01-01,h11v02,1468.0,1400.0,333.7000122,34.0,0b00100010,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2004-01-01,h11v02,1468.0,1400.0,368.0,26.0,0b00011010,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2005-01-01,h11v02,1468.0,1400.0,369.0,21.0,0b00010101,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2006-01-01,h11v02,1468.0,1400.0,354.7000122,20.0,0b00010100,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2007-01-01,h11v02,1468.0,1400.0,351.6000061,28.0,0b00011100,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2008-01-01,h11v02,1468.0,1400.0,345.2000122,23.0,0b00010111,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2009-01-01,h11v02,1468.0,1400.0,345.0,24.0,0b00011000,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2010-01-01,h11v02,1468.0,1400.0,363.6000061,29.0,0b00011101,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2011-01-01,h11v02,1468.0,1400.0,375.7000122,26.0,0b00011010,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2012-01-01,h11v02,1468.0,1400.0,357.3000183,25.0,0b00011001,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2013-01-01,h11v02,1468.0,1400.0,352.3000183,26.0,0b00011010,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2014-01-01,h11v02,1468.0,1400.0,365.3000183,26.0,0b00011010,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2015-01-01,h11v02,1468.0,1400.0,369.6000061,31.0,0b00011111,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2016-01-01,h11v02,1468.0,1400.0,376.3000183,33.0,0b00100001,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2017-01-01,h11v02,1468.0,1400.0,365.1000061,29.0,0b00011101,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2018-01-01,h11v02,1468.0,1400.0,385.3999939,22.0,0b00010110,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2019-01-01,h11v02,1468.0,1400.0,377.3000183,22.0,0b00010110,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2020-01-01,h11v02,1468.0,1400.0,389.7000122,33.0,0b00100001,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2021-01-01,h11v02,1468.0,1400.0,381.3000183,23.0,0b00010111,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2022-01-01,h11v02,1468.0,1400.0,380.6000061,38.0,0b00100110,0b0,Continuous
Taiga,DEJU,63.88112,-145.75136,2023-01-01,h11v02,1468.0,1400.0,382.5,35.0,0b00100011,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2003-01-01,h11v02,1469.0,1031.0,363.0,32.0,0b00100000,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2004-01-01,h11v02,1469.0,1031.0,404.1000061,50.0,0b00110010,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2005-01-01,h11v02,1469.0,1031.0,390.3999939,38.0,0b00100110,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2006-01-01,h11v02,1469.0,1031.0,348.2000122,48.0,0b00110000,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2007-01-01,h11v02,1469.0,1031.0,389.1000061,37.0,0b00100101,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2008-01-01,h11v02,1469.0,1031.0,350.6000061,39.0,0b00100111,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2009-01-01,h11v02,1469.0,1031.0,374.3999939,34.0,0b00100010,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2010-01-01,h11v02,1469.0,1031.0,381.0,42.0,0b00101010,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2011-01-01,h11v02,1469.0,1031.0,352.3000183,51.0,0b00110011,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2012-01-01,h11v02,1469.0,1031.0,355.0,36.0,0b00100100,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2013-01-01,h11v02,1469.0,1031.0,357.3000183,55.0,0b00110111,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2014-01-01,h11v02,1469.0,1031.0,376.3999939,34.0,0b00100010,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2015-01-01,h11v02,1469.0,1031.0,351.3000183,44.0,0b00101100,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2016-01-01,h11v02,1469.0,1031.0,403.6000061,45.0,0b00101101,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2017-01-01,h11v02,1469.0,1031.0,385.3999939,36.0,0b00100100,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2018-01-01,h11v02,1469.0,1031.0,380.3999939,46.0,0b00101110,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2019-01-01,h11v02,1469.0,1031.0,406.0,45.0,0b00101101,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2020-01-01,h11v02,1469.0,1031.0,356.2000122,37.0,0b00100101,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2021-01-01,h11v02,1469.0,1031.0,366.1000061,48.0,0b00110000,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2022-01-01,h11v02,1469.0,1031.0,362.8000183,39.0,0b00100111,0b0,Continuous
Taiga,HEAL,63.87569,-149.21334,2023-01-01,h11v02,1469.0,1031.0,384.8000183,43.0,0b00101011,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2003-01-01,h12v01,2092.0,2337.0,225.1000061,57.0,0b00111001,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2004-01-01,h12v01,2092.0,2337.0,250.3000031,50.0,0b00110010,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2005-01-01,h12v01,2092.0,2337.0,241.1999969,48.0,0b00110000,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2006-01-01,h12v01,2092.0,2337.0,241.3000031,56.0,0b00111000,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2007-01-01,h12v01,2092.0,2337.0,268.8999939,48.0,0b00110000,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2008-01-01,h12v01,2092.0,2337.0,254.5,57.0,0b00111001,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2009-01-01,h12v01,2092.0,2337.0,236.6999969,81.0,0b01010001,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2010-01-01,h12v01,2092.0,2337.0,233.1999969,61.0,0b00111101,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2011-01-01,h12v01,2092.0,2337.0,250.9000092,66.0,0b01000010,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2012-01-01,h12v01,2092.0,2337.0,255.8000031,53.0,0b00110101,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2013-01-01,h12v01,2092.0,2337.0,238.6999969,56.0,0b00111000,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2014-01-01,h12v01,2092.0,2337.0,223.4000092,63.0,0b00111111,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2015-01-01,h12v01,2092.0,2337.0,258.6000061,56.0,0b00111000,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2016-01-01,h12v01,2092.0,2337.0,263.3999939,58.0,0b00111010,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2017-01-01,h12v01,2092.0,2337.0,225.3000031,69.0,0b01000101,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2018-01-01,h12v01,2092.0,2337.0,217.3000031,65.0,0b01000001,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2019-01-01,h12v01,2092.0,2337.0,236.6000061,54.0,0b00110110,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2020-01-01,h12v01,2092.0,2337.0,228.3000031,55.0,0b00110111,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2021-01-01,h12v01,2092.0,2337.0,246.3000031,65.0,0b01000001,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2022-01-01,h12v01,2092.0,2337.0,223.1000061,60.0,0b00111100,0b0,Continuous
Tundra,BARR,71.28241,-156.61936,2023-01-01,h12v01,2092.0,2337.0,269.8999939,46.0,0b00101110,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2003-01-01,h12v02,321.0,1355.0,256.8999939,43.0,0b00101011,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2004-01-01,h12v02,321.0,1355.0,277.7000122,36.0,0b00100100,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2005-01-01,h12v02,321.0,1355.0,275.0,19.0,0b00010011,0b0,Continuous
Tundra,TOOL,68.66109,-149.37047,2006-01-01,h12v02,321.0,1355.0,269.8000183,43.0,0b00101011,0b0,Continuous
