hzname,siteid,plotid,horizonid,pittype,latitude,longitude,hzndept,hzndepb,modifieddept,modifieddepb,midpointcm,sandtotal,silttotal,claytotal,bulkdensovendry,bulkdensfieldmoist,fieldcapacity,wiltingpoint,ksat_T,ksat_T_std
BA,SCBI,SCBI_008,16N02462,Distributed,38.8877,-78.1473,12,30,,,21.0,13.9,61.3,24.8,1.44,,,0.37264,12.761084,1.260277
Bt1,SCBI,SCBI_008,16N02463,Distributed,38.8877,-78.1473,30,49,,,39.5,17.5,50.6,31.9,1.48,,,0.41124,11.157571,1.269972
Bt2,SCBI,SCBI_008,16N02464,Distributed,38.8877,-78.1473,49,93,,,71.0,18.2,47.8,34.0,1.68,,,0.528,11.053614,1.279251
2C,SCBI,SCBI_008,16N02465,Distributed,38.8877,-78.1473,93,100,,,96.5,21.0,49.1,29.9,1.4,,,0.481,10.98839,1.273599
A1,SCBI,SCBI_010,16N02466,Distributed,38.88486,-78.12541,0,6,,,3.0,21.6,52.3,26.1,,,,,11.84655,1.256144
A2,SCBI,SCBI_010,16N02468,Distributed,38.88486,-78.12541,6,13,,,9.5,20.8,52.1,27.1,,,,,11.602507,1.2575
BA,SCBI,SCBI_010,16N02467,Distributed,38.88486,-78.12541,13,24,,,18.5,20.7,54.7,24.6,,,,,12.505299,1.246382
Bt1,SCBI,SCBI_010,16N02469,Distributed,38.88486,-78.12541,24,51,,,37.5,21.5,53.6,24.9,1.38,,,0.30105,12.315186,1.250253
Bt2,SCBI,SCBI_010,16N02470,Distributed,38.88486,-78.12541,51,72,,,61.5,23.9,49.0,27.1,1.45,,,0.39198,11.320101,1.279253
Bt3,SCBI,SCBI_010,16N02471,Distributed,38.88486,-78.12541,72,100,,,86.0,30.5,43.6,25.9,1.53,,,0.4147,10.956692,1.338133
Oi,SCBI,SCBI_011,16N02472,Distributed,38.87974,-78.1398,0,4,-4.0,0.0,2.0,,,,,,,,,
A,SCBI,SCBI_011,16N02473,Distributed,38.87974,-78.1398,4,13,0.0,9.0,8.5,17.4,53.9,28.7,,,,,11.516178,1.25835
BE,SCBI,SCBI_011,16N02474,Distributed,38.87974,-78.1398,13,30,9.0,26.0,21.5,15.6,51.7,32.7,1.58,,,0.324,11.328783,1.273219
Bt1,SCBI,SCBI_011,16N02475,Distributed,38.87974,-78.1398,30,41,26.0,37.0,35.5,20.5,37.6,41.9,1.58,,,0.42486,11.51561,1.338292
Bt2,SCBI,SCBI_011,16N02476,Distributed,38.87974,-78.1398,41,100,37.0,96.0,70.5,21.6,39.0,39.4,1.48,,,0.43977,10.843338,1.324205
A,SCBI,SCBI_013,16N02477,Distributed,38.8745,-78.1646111,0,4,,,2.0,16.5,45.7,37.8,1.29,,,0.37631,11.625245,1.292131
BA,SCBI,SCBI_013,16N02478,Distributed,38.8745,-78.1646111,4,20,,,12.0,11.0,42.1,46.9,1.36,,,0.38608,15.583562,1.45161
Bt1,SCBI,SCBI_013,16N02479,Distributed,38.8745,-78.1646111,20,45,,,32.5,8.8,37.7,53.5,1.42,,,0.36156,20.160436,1.670852
Bt2,SCBI,SCBI_013,16N02480,Distributed,38.8745,-78.1646111,45,100,,,72.5,11.0,44.2,44.8,1.58,,,0.3725,14.545328,1.402977
A,SCBI,SCBI_014,16N02481,Distributed,38.86694,-78.16372,0,5,,,2.5,18.4,56.6,25.0,,0.67,,,12.496119,1.245934
BA,SCBI,SCBI_014,16N02482,Distributed,38.86694,-78.16372,5,15,,,10.0,20.8,56.3,22.9,1.46,,,0.399,13.374502,1.238221
Bt,SCBI,SCBI_014,16N02483,Distributed,38.86694,-78.16372,15,30,,,22.5,18.0,59.0,23.0,1.39,,,0.41674,13.481762,1.238629
BC,SCBI,SCBI_014,16N02484,Distributed,38.86694,-78.16372,30,65,,,47.5,20.7,55.1,24.2,1.64,,,0.4424,12.689326,1.24461
Ap,SCBI,SCBI_017,16N02485,Distributed,38.8795,-78.13541,0,6,,,3.0,17.5,55.5,27.0,1.12,,,0.40326,11.888986,1.253266
BA,SCBI,SCBI_017,16N02486,Distributed,38.8795,-78.13541,6,22,,,14.0,20.1,53.7,26.2,1.16,,,0.34608,11.935055,1.251496
Bt,SCBI,SCBI_017,16N02487,Distributed,38.8795,-78.13541,22,65,,,43.5,20.5,44.5,35.0,1.54,,,0.40469,10.749082,1.293286
BC,SCBI,SCBI_017,16N02488,Distributed,38.8795,-78.13541,65,102,,,83.5,13.2,52.5,34.3,1.43,,,0.45195,11.608033,1.285065
A,SCBI,SCBI_019,16N02489,Distributed,38.90084,-78.17563,0,13,,,6.5,10.2,58.3,31.5,,,,,11.597069,1.282399
BE,SCBI,SCBI_019,16N02490,Distributed,38.90084,-78.17563,13,31,,,22.0,11.9,57.5,30.6,1.6,,,0.38608,11.6057,1.274306
Bt1,SCBI,SCBI_019,16N02491,Distributed,38.90084,-78.17563,31,71,,,51.0,9.4,46.0,44.6,1.6,,,0.41748,14.595319,1.401439
Bt2,SCBI,SCBI_019,16N02492,Distributed,38.90084,-78.17563,70,92,,,81.0,4.6,41.1,54.3,1.59,,,0.43428,20.272909,1.744482
C,SCBI,SCBI_019,16N02493,Distributed,38.90084,-78.17563,92,100,,,96.0,5.6,31.9,62.5,1.54,,,0.4288,25.674292,2.180301
Ap1,SCBI,SCBI_021,16N02494,Distributed,38.90075,-78.1530833,0,10,,,5.0,22.9,52.5,24.6,,,,,12.339837,1.255545
Ap2,SCBI,SCBI_021,16N02495,Distributed,38.90075,-78.1530833,10,19,,,14.5,23.1,53.2,23.7,1.31,,,0.33558,12.766903,1.251397
BA,SCBI,SCBI_021,16N02496,Distributed,38.90075,-78.1530833,19,35,,,27.0,12.7,53.8,33.5,1.64,,,0.314,11.58884,1.282684
Bt1,SCBI,SCBI_021,16N02497,Distributed,38.90075,-78.1530833,35,63,,,49.0,11.4,46.4,42.2,1.63,,,0.3876,13.462614,1.357686
Bt2,SCBI,SCBI_021,16N02498,Distributed,38.90075,-78.1530833,63,94,,,78.5,14.8,43.1,42.1,1.44,,,0.44147,12.916346,1.34333
BC,SCBI,SCBI_021,16N02499,Distributed,38.90075,-78.1530833,94,100,,,97.0,15.1,50.8,34.1,1.48,,,0.43282,11.418823,1.279504
A,SCBI,SCBI_022,16N02500,Distributed,38.8823889,-78.1233889,0,4,,,2.0,16.4,55.1,28.5,,,,,11.626392,1.258433
A,SCBI,SCBI_022,16N02501,Distributed,38.8823889,-78.1233889,4,8,,,6.0,19.6,53.4,27.0,,,,,11.731091,1.253903
AB,SCBI,SCBI_022,16N02502,Distributed,38.8823889,-78.1233889,8,19,,,13.5,18.7,54.3,27.0,,,,,11.801945,1.252975
Bt1,SCBI,SCBI_022,16N02503,Distributed,38.8823889,-78.1233889,19,33,,,26.0,15.1,56.2,28.7,1.42,,,0.37772,11.673975,1.261167
Bt2,SCBI,SCBI_022,16N02504,Distributed,38.8823889,-78.1233889,33,62,,,47.5,18.3,48.9,32.8,1.53,,,0.40455,11.041732,1.275167
Bt3,SCBI,SCBI_022,16N02505,Distributed,38.8823889,-78.1233889,62,100,,,81.0,20.7,44.5,34.8,,,,,10.714228,1.294065
Ap1,SCBI,SCBI_034,16N02506,Distributed,38.89109,-78.16071,0,17,,,8.5,25.0,48.5,26.5,1.19,,,0.3597,11.407681,1.286915
Ap2,SCBI,SCBI_034,16N02507,Distributed,38.89109,-78.16071,17,33,,,25.0,22.7,51.8,25.5,1.37,,,0.3328,11.975744,1.259311
Bt1,SCBI,SCBI_034,16N02508,Distributed,38.89109,-78.16071,33,57,,,45.0,16.4,48.3,35.3,1.65,,,0.38152,11.34913,1.281976
Bt2,SCBI,SCBI_034,16N02509,Distributed,38.89109,-78.16071,57,77,,,67.0,14.0,57.5,28.5,,,,,11.760176,1.263726
BC,SCBI,SCBI_034,16N02510,Distributed,38.89109,-78.16071,77,100,,,88.5,12.9,63.9,23.2,1.7,,,0.31284,13.471308,1.263473
Ap,SCBI,SCBI_035,16N02511,Distributed,38.88291,-78.16902,0,18,,,9.0,14.8,55.9,29.3,1.37,,,0.3419,11.602762,1.26323
Bt1,SCBI,SCBI_035,16N02512,Distributed,38.88291,-78.16902,18,35,,,26.5,8.5,51.7,39.8,1.48,,,0.35604,12.89044,1.341691
Bt2,SCBI,SCBI_035,16N02513,Distributed,38.88291,-78.16902,35,64,,,49.5,11.1,53.9,35.0,1.5,,,0.33891,11.815965,1.295984
BC,SCBI,SCBI_035,16N02514,Distributed,38.88291,-78.16902,64,89,,,76.5,21.0,45.1,33.9,1.61,,,0.35955,10.669782,1.293449
C,SCBI,SCBI_035,16N02515,Distributed,38.88291,-78.16902,89,100,,,94.5,26.7,43.5,29.8,1.58,,,0.3774,10.293972,1.329023
Ap,SCBI,SCBI_037,16N02516,Distributed,38.89209,-78.16164,0,23,,,11.5,12.5,59.4,28.1,1.15,,,0.3224,11.865693,1.26865
BA,SCBI,SCBI_037,16N02517,Distributed,38.89209,-78.16164,23,39,,,31.0,13.1,60.1,26.8,1.43,,,0.35346,12.132532,1.265662
Bt1,SCBI,SCBI_037,16N02518,Distributed,38.89209,-78.16164,39,63,,,51.0,14.2,48.5,37.3,1.48,,,0.36279,11.874379,1.296482
Bt2,SCBI,SCBI_037,16N02519,Distributed,38.89209,-78.16164,63,84,,,73.5,16.0,45.2,38.8,1.57,,,0.3942,11.876683,1.29983
BCt,SCBI,SCBI_037,16N02520,Distributed,38.89209,-78.16164,84,100,,,92.0,16.9,44.4,38.7,1.59,,,0.37444,11.708495,1.298455
Ap,SCBI,SCBI_043,16N02521,Distributed,38.89051,-78.15175,0,25,,,12.5,18.7,40.6,40.7,1.27,,,0.38376,11.763199,1.325763
Bt1,SCBI,SCBI_043,16N02522,Distributed,38.89051,-78.15175,25,53,,,39.0,16.9,44.1,39.0,1.29,,,0.36654,11.763146,1.301102
Bt2,SCBI,SCBI_043,16N02523,Distributed,38.89051,-78.15175,53,81,,,67.0,15.7,44.7,39.6,,,,,12.089874,1.307818
BC,SCBI,SCBI_043,16N02524,Distributed,38.89051,-78.15175,81,100,,,90.5,20.1,43.1,36.8,,,,,10.907262,1.296879
A,CPER,CPER_002,16N02693,Distributed,40.8110278,-104.7294722,0,12,,,6.0,75.8,12.4,11.8,1.43,,0.08008,0.11739,47.83218,1.140702
Bt1,CPER,CPER_002,16N02694,Distributed,40.8110278,-104.7294722,12,27,,,19.5,71.1,6.8,22.1,1.66,,0.15272,0.19932,18.722144,1.191628
Bt2,CPER,CPER_002,16N02695,Distributed,40.8110278,-104.7294722,27,56,,,41.5,76.9,7.1,16.0,1.66,,0.09794,0.13013,35.779879,1.147105
Bt3,CPER,CPER_002,16N02696,Distributed,40.8110278,-104.7294722,56,81,,,68.5,80.1,6.1,13.8,1.69,,0.0845,0.11396,51.802124,1.153136
Bk,CPER,CPER_002,16N02697,Distributed,40.8110278,-104.7294722,81,100,,,90.5,82.5,5.4,12.1,1.7,,0.0646,0.102,72.326935,1.154479
A,CPER,CPER_013,16N02698,Distributed,40.8218528,-104.7130556,0,19,,,9.5,23.6,40.3,36.1,1.37,,0.24797,0.30264,10.184454,1.317833
Bkb1,CPER,CPER_013,16N02699,Distributed,40.8218528,-104.7130556,19,45,,,32.0,46.0,24.9,29.1,1.39,,0.1807,0.21276,8.628321,1.26694
Bkb2,CPER,CPER_013,16N02700,Distributed,40.8218528,-104.7130556,45,68,,,56.5,37.9,23.4,38.7,1.42,,0.23146,0.24592,7.526812,1.407369
Bkb3,CPER,CPER_013,16N02701,Distributed,40.8218528,-104.7130556,68,100,,,84.0,58.0,20.2,21.8,1.51,,0.14647,0.198,14.619504,1.224177
A,CPER,CPER_018,16N02702,Distributed,40.8255833,-104.6952778,0,15,,,7.5,82.3,9.2,8.5,1.64,,0.05248,0.1395,96.343692,1.151718
Bt1,CPER,CPER_018,16N02703,Distributed,40.8255833,-104.6952778,15,40,,,27.5,75.8,8.9,15.3,1.58,,0.0869,0.1708,36.015169,1.138111
Bt2,CPER,CPER_018,16N02704,Distributed,40.8255833,-104.6952778,40,72,,,56.0,56.9,17.0,26.1,1.8,,0.1836,0.25116,11.689498,1.247701
Btk,CPER,CPER_018,16N02705,Distributed,40.8255833,-104.6952778,72,83,,,77.5,57.3,17.5,25.2,1.63,,0.15974,0.27714,12.207605,1.241746
2C,CPER,CPER_018,16N02706,Distributed,40.8255833,-104.6952778,83,100,,,91.5,86.1,4.9,9.0,,,,,137.516423,1.140801
A,CPER,CPER_022,16N02707,Distributed,40.8423333,-104.6981389,0,14,,,7.0,74.2,12.9,12.9,1.46,,0.07884,0.17446,40.809112,1.139793
Bt,CPER,CPER_022,16N02708,Distributed,40.8423333,-104.6981389,14,37,,,25.5,75.8,8.3,15.9,1.56,,0.09516,0.16905,34.2987,1.140028
Bk1,CPER,CPER_022,16N02709,Distributed,40.8423333,-104.6981389,37,79,,,58.0,73.4,9.7,16.9,1.57,,0.10205,0.18724,28.84544,1.140478
Bk2,CPER,CPER_022,16N02710,Distributed,40.8423333,-104.6981389,79,100,,,89.5,74.6,10.8,14.6,1.6,,0.088,0.1457,36.217656,1.138002
A,CPER,CPER_001,16N02711,Distributed,40.8507222,-104.6994167,0,13,,,6.5,82.5,10.3,7.2,1.45,,0.04785,0.13622,108.730407,1.155166
Bt,CPER,CPER_001,16N02712,Distributed,40.8507222,-104.6994167,13,37,,,25.0,82.8,5.1,12.1,1.74,,0.09918,0.17762,74.265784,1.155193
2Bz1,CPER,CPER_001,16N02713,Distributed,40.8507222,-104.6994167,37,58,,,47.5,47.3,25.3,27.4,1.31,,0.17423,0.31944,9.275857,1.242852
2Bz2,CPER,CPER_001,16N02714,Distributed,40.8507222,-104.6994167,58,100,,,79.0,18.1,52.7,29.2,1.25,,0.23875,0.33712,11.373217,1.260299
A,CPER,CPER_017,16N02715,Distributed,40.8564167,-104.6915556,0,23,,,11.5,57.9,20.5,21.6,1.53,,0.16218,0.1914,14.757586,1.223559
Bt,CPER,CPER_017,16N02716,Distributed,40.8564167,-104.6915556,23,31,,,27.0,57.2,20.5,22.3,1.38,,0.13662,0.24165,14.012831,1.224992
Bk1,CPER,CPER_017,16N02717,Distributed,40.8564167,-104.6915556,31,56,,,43.5,30.8,42.0,27.2,1.31,,0.17554,0.30873,10.340494,1.342374
Bk1,CPER,CPER_017,16N02718,Distributed,40.8564167,-104.6915556,56,84,,,70.0,24.2,45.8,30.0,1.43,,0.22022,0.33929,10.607353,1.304602
Bk2,CPER,CPER_017,16N02719,Distributed,40.8564167,-104.6915556,84,100,,,92.0,30.7,48.5,20.8,1.32,,0.16764,0.32881,14.134124,1.309077
A,CPER,CPER_007,16N02720,Distributed,40.8619444,-104.684,0,19,,,9.5,80.7,7.4,11.9,1.6,,0.072,0.13984,63.681368,1.150532
Ab,CPER,CPER_007,16N02721,Distributed,40.8619444,-104.684,19,46,,,32.5,83.0,6.8,10.2,1.62,,0.06318,0.1472,89.218538,1.150874
Bk1,CPER,CPER_007,16N02722,Distributed,40.8619444,-104.684,46,69,,,57.5,85.0,5.4,9.6,1.65,,0.0594,0.10269,115.08859,1.145237
Bk2,CPER,CPER_007,16N02723,Distributed,40.8619444,-104.684,69,100,,,84.5,84.1,6.8,9.1,1.63,,0.06683,0.16371,109.095957,1.146405
A,CPER,CPER_005,16N02724,Distributed,40.8532361,-104.7278833,0,10,,,5.0,70.4,11.2,18.4,1.49,,0.11771,0.17324,23.5122,1.156336
Bt,CPER,CPER_005,16N02725,Distributed,40.8532361,-104.7278833,10,27,,,18.5,51.8,16.5,31.7,1.59,,0.21147,0.284,9.227021,1.277879
Btk,CPER,CPER_005,16N02726,Distributed,40.8532361,-104.7278833,27,46,,,36.5,63.0,13.6,23.4,1.66,,0.15272,0.2655,14.71221,1.228209
Bk1,CPER,CPER_005,16N02727,Distributed,40.8532361,-104.7278833,46,68,,,57.0,58.5,18.0,23.5,1.53,,0.14994,0.23904,13.488028,1.232288
Bk2,CPER,CPER_005,16N02728,Distributed,40.8532361,-104.7278833,68,100,,,84.0,61.3,16.0,22.7,1.5,,0.1275,0.2698,14.788372,1.226739
A,CPER,CPER_015,16N02729,Distributed,40.8529722,-104.7448333,0,10,,,5.0,82.7,9.0,8.3,1.54,,0.05236,0.10336,101.552229,1.150825
Bw1,CPER,CPER_015,16N02730,Distributed,40.8529722,-104.7448333,10,23,,,16.5,87.9,4.3,7.8,1.61,,0.04347,0.09858,191.327129,1.136355
Bw2,CPER,CPER_015,16N02731,Distributed,40.8529722,-104.7448333,23,65,,,44.0,89.7,4.1,6.2,1.62,,0.03564,0.06952,279.255875,1.141911
2Atb,CPER,CPER_015,16N02732,Distributed,40.8529722,-104.7448333,65,84,,,74.5,80.2,7.5,12.3,1.61,,0.07728,0.12324,59.357136,1.149411
2Btk,CPER,CPER_015,16N02733,Distributed,40.8529722,-104.7448333,84,100,,,92.0,78.3,8.1,13.6,1.62,,0.08586,0.13416,47.081427,1.143857
A,CPER,CPER_014,16N02734,Distributed,40.8077778,-104.6978611,0,15,,,7.5,84.7,6.9,8.4,1.53,,0.05967,0.1628,123.265333,1.142124
Bw,CPER,CPER_014,16N02735,Distributed,40.8077778,-104.6978611,15,63,,,39.0,86.4,6.5,7.1,1.6,,0.0464,0.12008,167.170277,1.127531
Bk,CPER,CPER_014,16N02736,Distributed,40.8077778,-104.6978611,63,87,,,75.0,82.6,8.4,9.0,1.57,,0.05652,0.14688,95.061773,1.150919
C,CPER,CPER_014,16N02737,Distributed,40.8077778,-104.6978611,87,100,,,93.5,81.5,8.6,9.9,1.5,,0.0645,0.20148,80.233971,1.152138
A,CPER,CPER_030,16N02738,Distributed,40.7979444,-104.6845278,0,20,,,10.0,75.9,10.4,13.7,1.39,,0.07923,0.1848,41.230106,1.139237
Bt,CPER,CPER_030,16N02739,Distributed,40.7979444,-104.6845278,20,41,,,30.5,67.5,9.9,22.6,1.59,,0.14151,0.25431,16.750868,1.202994
Btk,CPER,CPER_030,16N02740,Distributed,40.7979444,-104.6845278,41,68,,,54.5,73.6,10.4,16.0,1.59,,0.09381,0.1976,31.170137,1.138383
BCk,CPER,CPER_030,16N02741,Distributed,40.7979444,-104.6845278,68,100,,,84.0,81.5,7.7,10.8,1.57,,0.05652,0.19685,74.411734,1.151832
A,CPER,CPER_020,16N02742,Distributed,40.7858611,-104.7078333,0,14,,,7.0,78.8,9.9,11.3,1.35,,0.07155,0.1728,58.800318,1.147611
Bt1,CPER,CPER_020,16N02743,Distributed,40.7858611,-104.7078333,14,39,,,26.5,72.2,9.6,18.2,1.64,,0.11808,0.18755,25.129758,1.149031
Bt2,CPER,CPER_020,16N02744,Distributed,40.7858611,-104.7078333,39,82,,,60.5,73.7,10.3,16.0,1.65,,0.09735,0.1936,31.284079,1.138216
2Btk,CPER,CPER_020,16N02745,Distributed,40.7858611,-104.7078333,82,100,,,91.0,51.3,24.1,24.6,1.55,,0.15035,0.22491,11.174659,1.218615
A,CPER,CPER_023,16N02746,Distributed,40.8008111,-104.7416472,0,17,,,8.5,73.1,15.5,11.4,1.54,,0.06314,0.135,43.911724,1.13673
Bt1,CPER,CPER_023,16N02747,Distributed,40.8008111,-104.7416472,17,37,,,27.0,70.7,13.1,16.2,1.57,,0.08321,0.14725,27.920943,1.149856
Bt2,CPER,CPER_023,16N02748,Distributed,40.8008111,-104.7416472,37,72,,,54.5,61.7,14.7,23.6,1.7,,0.1479,0.22101,14.223556,1.232489
2Btb,CPER,CPER_023,16N02749,Distributed,40.8008111,-104.7416472,72,100,,,86.0,52.9,22.1,25.0,1.7,,0.1598,0.20538,11.334527,1.224859
A,CPER,CPER_008,16N02750,Distributed,40.7987222,-104.749,0,7,,,3.5,56.1,18.0,25.9,1.44,,0.14688,0.2249,11.607732,1.24354
Bt,CPER,CPER_008,16N02751,Distributed,40.7987222,-104.749,7,28,,,17.5,52.3,19.5,28.2,1.55,,0.17825,0.23998,9.997486,1.248718
Bk,CPER,CPER_008,16N02752,Distributed,40.7987222,-104.749,28,57,,,42.5,61.3,16.7,22.0,1.68,,0.13776,0.1863,15.364182,1.222459
BCk,CPER,CPER_008,16N02753,Distributed,40.7987222,-104.749,57,77,,,67.0,35.5,31.2,33.3,1.66,,0.19256,0.19875,7.369502,1.432735
CBk,CPER,CPER_008,16N02754,Distributed,40.7987222,-104.749,77,100,,,88.5,25.4,33.3,41.3,1.57,,0.23079,0.25955,9.49749,1.375753
A,CPER,CPER_016,16N02755,Distributed,40.8043333,-104.7561667,0,12,,,6.0,75.7,14.2,10.1,1.47,,0.06174,0.13968,54.380747,1.138623
Bt,CPER,CPER_016,16N02756,Distributed,40.8043333,-104.7561667,12,38,,,25.0,76.6,8.4,15.0,1.52,,0.09272,0.1606,38.299924,1.13977
Bk1,CPER,CPER_016,16N02757,Distributed,40.8043333,-104.7561667,38,51,,,44.5,80.6,7.4,12.0,1.54,,0.06776,0.1125,62.674948,1.150326
Bk2,CPER,CPER_016,16N02758,Distributed,40.8043333,-104.7561667,51,67,,,59.0,80.2,8.1,11.7,1.54,,0.06622,0.1575,62.467023,1.14973
Bk3,CPER,CPER_016,16N02759,Distributed,40.8043333,-104.7561667,67,100,,,83.5,69.2,15.0,15.8,1.52,,0.10336,0.1911,27.590459,1.158678
A,CPER,CPER_012,16N02760,Distributed,40.8021111,-104.7714722,0,10,,,5.0,67.9,18.9,13.2,1.51,,0.09362,0.16498,32.470694,1.160515
Bt1,CPER,CPER_012,16N02761,Distributed,40.8021111,-104.7714722,10,21,,,15.5,64.6,18.6,16.8,1.53,,0.10557,0.1885,22.97772,1.190254
Bt2,CPER,CPER_012,16N02762,Distributed,40.8021111,-104.7714722,21,50,,,35.5,49.9,23.9,26.2,1.58,,0.14694,0.19257,10.184603,1.22621
Bk,CPER,CPER_012,16N02763,Distributed,40.8021111,-104.7714722,50,78,,,64.0,56.0,24.0,20.0,1.46,,0.12702,0.2176,15.644732,1.217021
CBk,CPER,CPER_012,16N02764,Distributed,40.8021111,-104.7714722,78,100,,,89.0,27.2,32.5,40.3,1.7,,0.2635,0.3828,8.8793,1.406636
A,CPER,CPER_019,16N02765,Distributed,40.8246667,-104.7859444,0,21,,,10.5,67.0,12.2,20.8,1.51,,0.12835,0.21584,18.437351,1.19135
Bt,CPER,CPER_019,16N02766,Distributed,40.8246667,-104.7859444,21,48,,,34.5,39.4,24.2,36.4,1.59,,0.20988,0.2926,7.385406,1.394526
Bk,CPER,CPER_019,16N02767,Distributed,40.8246667,-104.7859444,48,71,,,59.5,31.1,37.1,31.8,1.52,,0.18848,0.30302,8.56889,1.335701
BCk,CPER,CPER_019,16N02768,Distributed,40.8246667,-104.7859444,71,100,,,85.5,7.5,32.7,59.8,1.68,,0.30912,0.38226,24.288994,1.994411
A,SERC,SERC_001,16N03559,Distributed,38.8684333,-76.5338139,0,8,,,4.0,50.1,32.2,17.7,,0.95,,,16.013099,1.197455
BA,SERC,SERC_001,16N03560,Distributed,38.8684333,-76.5338139,8,23,,,15.5,50.6,31.1,18.3,1.49,,,0.25344,15.565798,1.195325
Bt1,SERC,SERC_001,16N03561,Distributed,38.8684333,-76.5338139,23,41,,,32.0,21.5,36.3,42.2,1.58,,,0.39767,11.145793,1.310972
Bt2,SERC,SERC_001,16N03562,Distributed,38.8684333,-76.5338139,41,66,,,53.5,18.0,45.4,36.6,1.56,,,0.40392,11.238196,1.287192
BCtg,SERC,SERC_001,16N03563,Distributed,38.8684333,-76.5338139,66,88,,,77.0,20.4,54.3,25.3,1.56,,,0.36646,12.235546,1.248529
Ab,SERC,SERC_001,16N03564,Distributed,38.8684333,-76.5338139,88,100,,,94.0,14.4,48.6,37.0,1.64,,,0.3926,11.801898,1.294057
Ap,SERC,SERC_004,16N03565,Distributed,38.8726,-76.5539,0,13,,,6.5,52.6,29.1,18.3,1.25,,,0.295,16.273992,1.199485
Bt1,SERC,SERC_004,16N03566,Distributed,38.8726,-76.5539,13,43,,,28.0,37.3,31.7,31.0,1.62,,,0.32163,7.509985,1.437737
Bt2,SERC,SERC_004,16N03567,Distributed,38.8726,-76.5539,43,67,,,55.0,56.5,18.0,25.5,1.6,,,0.30294,11.881389,1.241719
BC,SERC,SERC_004,16N03568,Distributed,38.8726,-76.5539,67,100,,,83.5,58.2,9.4,32.4,1.58,,,0.25777,10.376618,1.291792
A,SERC,SERC_006,16N03569,Distributed,38.8812167,-76.5470889,0,7,,,3.5,44.1,37.8,18.1,1.35,,,0.38656,13.656491,1.407789
Ap,SERC,SERC_006,16N03570,Distributed,38.8812167,-76.5470889,7,20,,,13.5,41.6,36.3,22.1,1.55,,,0.2886,10.40153,1.431348
Bt1,SERC,SERC_006,16N03571,Distributed,38.8812167,-76.5470889,20,52,,,36.0,42.4,31.1,26.5,1.66,,,0.31916,8.689036,1.350581
Bt2,SERC,SERC_006,16N03572,Distributed,38.8812167,-76.5470889,52,100,,,76.0,51.6,24.3,24.1,1.58,,,0.26163,11.496817,1.217091
Ap,SERC,SERC_007,16N03573,Distributed,38.8738556,-76.5398833,0,29,,,14.5,63.3,13.6,23.1,1.77,,,0.26052,15.023681,1.225099
Bt1,SERC,SERC_007,16N03574,Distributed,38.8738556,-76.5398833,29,58,,,43.5,34.8,16.4,48.8,1.61,,,0.4453,10.304659,1.550968
Bt2,SERC,SERC_007,16N03575,Distributed,38.8738556,-76.5398833,58,75,,,66.5,32.5,20.2,47.3,1.61,,,0.43434,9.844343,1.48572
BCt,SERC,SERC_007,16N03576,Distributed,38.8738556,-76.5398833,75,100,,,87.5,38.4,18.7,42.9,1.48,,,0.41148,8.560009,1.384624
A,SERC,SERC_009,16N03577,Distributed,38.8974056,-76.5615472,0,14,,,7.0,61.7,27.1,11.2,1.17,,,0.2679,33.181865,1.211925
Ap,SERC,SERC_009,16N03578,Distributed,38.8974056,-76.5615472,14,25,,,19.5,62.3,26.3,11.4,1.31,,,0.21248,33.017797,1.206206
BA,SERC,SERC_009,16N03579,Distributed,38.8974056,-76.5615472,25,39,,,32.0,61.2,27.2,11.6,1.4,,,0.1692,31.843811,1.213661
BE,SERC,SERC_009,16N03580,Distributed,38.8974056,-76.5615472,39,56,,,47.5,60.5,27.4,12.1,1.53,,,0.18923,30.208329,1.215682
Bt,SERC,SERC_009,16N03581,Distributed,38.8974056,-76.5615472,56,100,,,78.0,47.4,26.7,25.9,1.57,,,0.3296,9.785686,1.233864
A,SERC,SERC_010,16N03582,Distributed,38.9096389,-76.5464722,0,11,,,5.5,71.6,16.5,11.9,1.21,,,0.2507,40.015006,1.139868
A,SERC,SERC_010,16N03583,Distributed,38.9096389,-76.5464722,11,27,,,19.0,71.4,16.2,12.4,1.38,,,0.14144,38.244899,1.141889
BE,SERC,SERC_010,16N03584,Distributed,38.9096389,-76.5464722,27,49,,,38.0,69.2,17.5,13.3,1.51,,,0.18228,33.370366,1.15339
Bt1,SERC,SERC_010,16N03585,Distributed,38.9096389,-76.5464722,49,78,,,63.5,58.3,29.3,12.4,1.46,,,0.20163,28.340542,1.223851
Bt2,SERC,SERC_010,16N03586,Distributed,38.9096389,-76.5464722,78,100,,,89.0,48.7,28.0,23.3,1.71,,,0.27378,11.233193,1.215971
A,SERC,SERC_011,16N03587,Distributed,38.8985889,-76.5511889,0,9,,,4.5,49.8,42.7,7.5,1.23,,,0.33988,38.097968,1.479583
Ap,SERC,SERC_011,16N03588,Distributed,38.8985889,-76.5511889,9,29,,,19.0,70.9,18.5,10.6,1.51,,,0.21168,43.185439,1.139233
BE,SERC,SERC_011,16N03589,Distributed,38.8985889,-76.5511889,29,40,,,34.5,64.9,20.8,14.3,1.66,,,0.2096,27.823121,1.183111
Bt1,SERC,SERC_011,16N03590,Distributed,38.8985889,-76.5511889,40,68,,,54.0,66.6,13.5,19.9,1.69,,,0.2241,19.361238,1.187319
